leagueId,tier,number
04090220-0636-11e8-89e9-f01fafdb5b89,SILVER,202
0409f460-fda2-11e7-bde8-f01fafdb3b9f,BRONZE,193
040bb890-fb72-11e7-8ff7-f01fafdb3b9f,SILVER,239
04166510-fc71-11e7-89fb-f01fafdb5b89,SILVER,202
041762d0-1ba7-11e8-b493-782bcb4d0dce,GOLD,201
04226cc0-0987-11e8-a984-f01fafdb3b9f,SILVER,201
0423a2f0-fc5a-11e7-b5a5-f01fafdb579b,BRONZE,196
0426fbb0-17a0-11e8-89e9-f01fafdb5b89,SILVER,201
0427bb30-fd16-11e7-bde8-f01fafdb3b9f,SILVER,201
043d0650-0a5b-11e8-a984-f01fafdb3b9f,SILVER,200
043d48c0-68b3-11e8-bd9f-782bcb4d0dce,SILVER,103
0446c180-0fc5-11e8-bde8-f01fafdb3b9f,SILVER,200
0447d200-0c9b-11e8-89e9-f01fafdb5b89,SILVER,200
044afb10-6597-11e8-bd9f-782bcb4d0dce,SILVER,104
04590c20-37f5-11e8-9d7f-f01fafdb579b,SILVER,199
0459da90-13c6-11e8-b952-f01fafdb579b,BRONZE,101
045eeb20-6f01-11e8-b355-f01fafdb579b,PLATINUM,100
04603bf0-039b-11e8-9537-f01fafdb5b89,SILVER,200
0460ac90-0358-11e8-bde8-f01fafdb3b9f,BRONZE,198
047365b0-fc0f-11e7-bc5a-782bcb4d0dce,PLATINUM,198
04784e00-ff4c-11e7-8d1d-f01fafdb579b,SILVER,247
047ec550-5f41-11e8-b355-f01fafdb579b,SILVER,107
047ec920-ffb9-11e7-8a4a-782bcb4d0dce,GOLD,217
0480ac90-07ca-11e8-a4e8-f01fafdb5b89,SILVER,200
04828820-fb23-11e7-b5a5-f01fafdb579b,SILVER,250
048c2050-fabb-11e7-8b2e-782bcb4d0dce,SILVER,245
04919870-6a62-11e8-ad68-782bcb4d0dce,GOLD,112
049597d0-65c7-11e8-b2f7-f01fafdb579b,GOLD,107
049598a0-0b42-11e8-8f64-f01fafdb3b9f,SILVER,200
04964df0-fd36-11e7-af83-f01fafdb5b89,SILVER,199
0496e7f0-1173-11e8-b065-f01fafdb579b,SILVER,201
04981720-ffb1-11e7-bde8-f01fafdb3b9f,SILVER,201
04991260-4269-11e8-ad6a-f01fafdb5b89,PLATINUM,169
049a1f10-04f8-11e8-ac8a-f01fafdb3b9f,BRONZE,103
04a03c30-096f-11e8-8d1d-f01fafdb579b,SILVER,199
04a2c780-6fe9-11e8-b02d-f01fafdb5b89,SILVER,100
04aa4050-fdd4-11e7-9537-f01fafdb5b89,GOLD,216
04b7b7d0-072a-11e8-a4e8-f01fafdb5b89,BRONZE,135
04ba00f0-fb25-11e7-98c9-f01fafdb579b,DIAMOND,242
04badee0-fe94-11e7-b493-782bcb4d0dce,SILVER,200
04be17a0-fb7d-11e7-aa0f-f01fafdb3b9f,PLATINUM,200
04be2370-356c-11e8-9807-782bcb4d0dce,SILVER,200
04c55350-fddd-11e7-967a-f01fafdb579b,SILVER,201
04d07250-027c-11e8-a4e8-f01fafdb5b89,SILVER,200
04d27b40-117c-11e8-967a-f01fafdb579b,SILVER,201
04d29be0-feb0-11e7-89e9-f01fafdb5b89,SILVER,203
04d33150-19fd-11e8-b065-f01fafdb579b,SILVER,202
04d416c0-6ee3-11e8-9ca0-f01fafdb3b9f,PLATINUM,102
04d588c0-1f83-11e8-9d7f-f01fafdb579b,BRONZE,117
04d666b0-5d8a-11e8-8fdf-f01fafdb579b,SILVER,100
04dbca60-1019-11e8-b952-f01fafdb579b,SILVER,198
04de6e10-0316-11e8-967a-f01fafdb579b,SILVER,200
04e94880-07c1-11e8-b065-f01fafdb579b,SILVER,201
04ebe410-2fe3-11e8-8a5b-f01fafdb579b,GOLD,201
04eee570-278c-11e8-9121-782bcb4d0dce,SILVER,200
04f24100-5132-11e8-aecc-f01fafdb579b,SILVER,124
05075ea0-1ad7-11e8-8a4a-782bcb4d0dce,SILVER,200
051960e0-60b0-11e8-a6b1-782bcb4d0dce,GOLD,125
051dd2b0-2852-11e8-87d1-f01fafdb5b89,GOLD,198
